,Real Price,All RES,wind,solar,hydro,biomass,Slovak,Can Change,No change,Gender_f*Real Price,Gender_f*All RES,Gender_f*wind,Gender_f*solar,Gender_f*hydro,Gender_f*biomass,Gender_f*Slovak,Gender_f*Can Change,Gender_f*No change,Age*Real Price,Age*All RES,Age*wind,Age*solar,Age*hydro,Age*biomass,Age*Slovak,Age*Can Change,Age*No change,Income*Real Price,Income*All RES,Income*wind,Income*solar,Income*hydro,Income*biomass,Income*Slovak,Income*Can Change,Income*No change,No Income*Real Price,No Income*All RES,No Income*wind,No Income*solar,No Income*hydro,No Income*biomass,No Income*Slovak,No Income*Can Change,No Income*No change,Energy Consumption*Real Price,Energy Consumption*All RES,Energy Consumption*wind,Energy Consumption*solar,Energy Consumption*hydro,Energy Consumption*biomass,Energy Consumption*Slovak,Energy Consumption*Can Change,Energy Consumption*No change,Region West*Real Price,Region West*All RES,Region West*wind,Region West*solar,Region West*hydro,Region West*biomass,Region West*Slovak,Region West*Can Change,Region West*No change,Region East*Real Price,Region East*All RES,Region East*wind,Region East*solar,Region East*hydro,Region East*biomass,Region East*Slovak,Region East*Can Change,Region East*No change,Household_size*Real Price,Household_size*All RES,Household_size*wind,Household_size*solar,Household_size*hydro,Household_size*biomass,Household_size*Slovak,Household_size*Can Change,Household_size*No change,Concern_1*Real Price,Concern_1*All RES,Concern_1*wind,Concern_1*solar,Concern_1*hydro,Concern_1*biomass,Concern_1*Slovak,Concern_1*Can Change,Concern_1*No change,RES_attitude_1*Real Price,RES_attitude_1*All RES,RES_attitude_1*wind,RES_attitude_1*solar,RES_attitude_1*hydro,RES_attitude_1*biomass,RES_attitude_1*Slovak,RES_attitude_1*Can Change,RES_attitude_1*No change,Know_green_provider*Real Price,Know_green_provider*All RES,Know_green_provider*wind,Know_green_provider*solar,Know_green_provider*hydro,Know_green_provider*biomass,Know_green_provider*Slovak,Know_green_provider*Can Change,Know_green_provider*No change,Providers_count*Real Price,Providers_count*All RES,Providers_count*wind,Providers_count*solar,Providers_count*hydro,Providers_count*biomass,Providers_count*Slovak,Providers_count*Can Change,Providers_count*No change,Appliance_count*Real Price,Appliance_count*All RES,Appliance_count*wind,Appliance_count*solar,Appliance_count*hydro,Appliance_count*biomass,Appliance_count*Slovak,Appliance_count*Can Change,Appliance_count*No change,Task_temp*Real Price,Task_temp*All RES,Task_temp*wind,Task_temp*solar,Task_temp*hydro,Task_temp*biomass,Task_temp*Slovak,Task_temp*Can Change,Task_temp*No change,Task_consumption*Real Price,Task_consumption*All RES,Task_consumption*wind,Task_consumption*solar,Task_consumption*hydro,Task_consumption*biomass,Task_consumption*Slovak,Task_consumption*Can Change,Task_consumption*No change,Task_appliances*Real Price,Task_appliances*All RES,Task_appliances*wind,Task_appliances*solar,Task_appliances*hydro,Task_appliances*biomass,Task_appliances*Slovak,Task_appliances*Can Change,Task_appliances*No change,Task_source*Real Price,Task_source*All RES,Task_source*wind,Task_source*solar,Task_source*hydro,Task_source*biomass,Task_source*Slovak,Task_source*Can Change,Task_source*No change
540,46,0,0,0,0,1,1,1,1,46,0,0,0,0,1,1,1,1,2990,0,0,0,0,65,65,65,65,138,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,1,1,1,138,0,0,0,0,3,3,3,3,92,0,0,0,0,2,2,2,2,92,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,138,0,0,0,0,3,3,3,3,138,0,0,0,0,3,3,3,3,46,0,0,0,0,1,1,1,1,184,0,0,0,0,4,4,4,4,230,0,0,0,0,5,5,5,5,184,0,0,0,0,4,4,4,4
541,46,0,0,1,0,0,1,-1,-1,46,0,0,1,0,0,1,-1,-1,2990,0,0,65,0,0,65,-65,-65,138,0,0,3,0,0,3,-3,-3,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,-1,-1,138,0,0,3,0,0,3,-3,-3,92,0,0,2,0,0,2,-2,-2,92,0,0,2,0,0,2,-2,-2,0,0,0,0,0,0,0,0,0,138,0,0,3,0,0,3,-3,-3,138,0,0,3,0,0,3,-3,-3,46,0,0,1,0,0,1,-1,-1,184,0,0,4,0,0,4,-4,-4,230,0,0,5,0,0,5,-5,-5,184,0,0,4,0,0,4,-4,-4
542,46,0,0,1,0,0,-1,1,1,46,0,0,1,0,0,-1,1,1,2990,0,0,65,0,0,-65,65,65,138,0,0,3,0,0,-3,3,3,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,-1,1,1,138,0,0,3,0,0,-3,3,3,92,0,0,2,0,0,-2,2,2,92,0,0,2,0,0,-2,2,2,0,0,0,0,0,0,0,0,0,138,0,0,3,0,0,-3,3,3,138,0,0,3,0,0,-3,3,3,46,0,0,1,0,0,-1,1,1,184,0,0,4,0,0,-4,4,4,230,0,0,5,0,0,-5,5,5,184,0,0,4,0,0,-4,4,4
543,43,0,1,0,0,0,1,1,-1,43,0,1,0,0,0,1,1,-1,2795,0,65,0,0,0,65,65,-65,129,0,3,0,0,0,3,3,-3,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,1,-1,129,0,3,0,0,0,3,3,-3,86,0,2,0,0,0,2,2,-2,86,0,2,0,0,0,2,2,-2,0,0,0,0,0,0,0,0,0,129,0,3,0,0,0,3,3,-3,129,0,3,0,0,0,3,3,-3,43,0,1,0,0,0,1,1,-1,172,0,4,0,0,0,4,4,-4,215,0,5,0,0,0,5,5,-5,172,0,4,0,0,0,4,4,-4
544,41,0,0,1,0,0,-1,-1,1,41,0,0,1,0,0,-1,-1,1,2665,0,0,65,0,0,-65,-65,65,123,0,0,3,0,0,-3,-3,3,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,-1,-1,1,123,0,0,3,0,0,-3,-3,3,82,0,0,2,0,0,-2,-2,2,82,0,0,2,0,0,-2,-2,2,0,0,0,0,0,0,0,0,0,123,0,0,3,0,0,-3,-3,3,123,0,0,3,0,0,-3,-3,3,41,0,0,1,0,0,-1,-1,1,164,0,0,4,0,0,-4,-4,4,205,0,0,5,0,0,-5,-5,5,164,0,0,4,0,0,-4,-4,4
545,46,1,0,0,0,0,-1,1,-1,46,1,0,0,0,0,-1,1,-1,2990,65,0,0,0,0,-65,65,-65,138,3,0,0,0,0,-3,3,-3,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,1,-1,138,3,0,0,0,0,-3,3,-3,92,2,0,0,0,0,-2,2,-2,92,2,0,0,0,0,-2,2,-2,0,0,0,0,0,0,0,0,0,138,3,0,0,0,0,-3,3,-3,138,3,0,0,0,0,-3,3,-3,46,1,0,0,0,0,-1,1,-1,184,4,0,0,0,0,-4,4,-4,230,5,0,0,0,0,-5,5,-5,184,4,0,0,0,0,-4,4,-4
546,43,0,0,0,1,0,1,-1,1,43,0,0,0,1,0,1,-1,1,2795,0,0,0,65,0,65,-65,65,129,0,0,0,3,0,3,-3,3,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,1,-1,1,129,0,0,0,3,0,3,-3,3,86,0,0,0,2,0,2,-2,2,86,0,0,0,2,0,2,-2,2,0,0,0,0,0,0,0,0,0,129,0,0,0,3,0,3,-3,3,129,0,0,0,3,0,3,-3,3,43,0,0,0,1,0,1,-1,1,172,0,0,0,4,0,4,-4,4,215,0,0,0,5,0,5,-5,5,172,0,0,0,4,0,4,-4,4
547,41,0,0,0,0,1,1,-1,-1,41,0,0,0,0,1,1,-1,-1,2665,0,0,0,0,65,65,-65,-65,123,0,0,0,0,3,3,-3,-3,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,-1,123,0,0,0,0,3,3,-3,-3,82,0,0,0,0,2,2,-2,-2,82,0,0,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,123,0,0,0,0,3,3,-3,-3,123,0,0,0,0,3,3,-3,-3,41,0,0,0,0,1,1,-1,-1,164,0,0,0,0,4,4,-4,-4,205,0,0,0,0,5,5,-5,-5,164,0,0,0,0,4,4,-4,-4
548,43,0,0,0,0,1,1,-1,1,43,0,0,0,0,1,1,-1,1,2795,0,0,0,0,65,65,-65,65,129,0,0,0,0,3,3,-3,3,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,-1,1,129,0,0,0,0,3,3,-3,3,86,0,0,0,0,2,2,-2,2,86,0,0,0,0,2,2,-2,2,0,0,0,0,0,0,0,0,0,129,0,0,0,0,3,3,-3,3,129,0,0,0,0,3,3,-3,3,43,0,0,0,0,1,1,-1,1,172,0,0,0,0,4,4,-4,4,215,0,0,0,0,5,5,-5,5,172,0,0,0,0,4,4,-4,4
549,41,0,0,0,1,0,-1,1,-1,41,0,0,0,1,0,-1,1,-1,2665,0,0,0,65,0,-65,65,-65,123,0,0,0,3,0,-3,3,-3,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,-1,1,-1,123,0,0,0,3,0,-3,3,-3,82,0,0,0,2,0,-2,2,-2,82,0,0,0,2,0,-2,2,-2,0,0,0,0,0,0,0,0,0,123,0,0,0,3,0,-3,3,-3,123,0,0,0,3,0,-3,3,-3,41,0,0,0,1,0,-1,1,-1,164,0,0,0,4,0,-4,4,-4,205,0,0,0,5,0,-5,5,-5,164,0,0,0,4,0,-4,4,-4
550,43,1,0,0,0,0,-1,1,1,43,1,0,0,0,0,-1,1,1,2795,65,0,0,0,0,-65,65,65,129,3,0,0,0,0,-3,3,3,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,-1,1,1,129,3,0,0,0,0,-3,3,3,86,2,0,0,0,0,-2,2,2,86,2,0,0,0,0,-2,2,2,0,0,0,0,0,0,0,0,0,129,3,0,0,0,0,-3,3,3,129,3,0,0,0,0,-3,3,3,43,1,0,0,0,0,-1,1,1,172,4,0,0,0,0,-4,4,4,215,5,0,0,0,0,-5,5,5,172,4,0,0,0,0,-4,4,4
551,46,0,1,0,0,0,1,-1,-1,46,0,1,0,0,0,1,-1,-1,2990,0,65,0,0,0,65,-65,-65,138,0,3,0,0,0,3,-3,-3,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,1,-1,-1,138,0,3,0,0,0,3,-3,-3,92,0,2,0,0,0,2,-2,-2,92,0,2,0,0,0,2,-2,-2,0,0,0,0,0,0,0,0,0,138,0,3,0,0,0,3,-3,-3,138,0,3,0,0,0,3,-3,-3,46,0,1,0,0,0,1,-1,-1,184,0,4,0,0,0,4,-4,-4,230,0,5,0,0,0,5,-5,-5,184,0,4,0,0,0,4,-4,-4
552,36,-1,-1,-1,-1,-1,-1,1,-1,36,-1,-1,-1,-1,-1,-1,1,-1,2052,-57,-57,-57,-57,-57,-57,57,-57,72,-2,-2,-2,-2,-2,-2,2,-2,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,-1,1,-1,72,-2,-2,-2,-2,-2,-2,2,-2,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,0,0,0,0,0,0,0,0,0,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,180,-5,-5,-5,-5,-5,-5,5,-5,108,-3,-3,-3,-3,-3,-3,3,-3
553,41,0,0,0,0,1,1,-1,1,41,0,0,0,0,1,1,-1,1,2337,0,0,0,0,57,57,-57,57,82,0,0,0,0,2,2,-2,2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,1,82,0,0,0,0,2,2,-2,2,82,0,0,0,0,2,2,-2,2,164,0,0,0,0,4,4,-4,4,0,0,0,0,0,0,0,0,0,82,0,0,0,0,2,2,-2,2,164,0,0,0,0,4,4,-4,4,82,0,0,0,0,2,2,-2,2,164,0,0,0,0,4,4,-4,4,205,0,0,0,0,5,5,-5,5,123,0,0,0,0,3,3,-3,3
554,36,-1,-1,-1,-1,-1,-1,1,-1,36,-1,-1,-1,-1,-1,-1,1,-1,2052,-57,-57,-57,-57,-57,-57,57,-57,72,-2,-2,-2,-2,-2,-2,2,-2,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,-1,1,-1,72,-2,-2,-2,-2,-2,-2,2,-2,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,0,0,0,0,0,0,0,0,0,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,72,-2,-2,-2,-2,-2,-2,2,-2,144,-4,-4,-4,-4,-4,-4,4,-4,180,-5,-5,-5,-5,-5,-5,5,-5,108,-3,-3,-3,-3,-3,-3,3,-3
555,41,0,0,0,1,0,1,-1,1,41,0,0,0,1,0,1,-1,1,2337,0,0,0,57,0,57,-57,57,82,0,0,0,2,0,2,-2,2,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,1,-1,1,82,0,0,0,2,0,2,-2,2,82,0,0,0,2,0,2,-2,2,164,0,0,0,4,0,4,-4,4,0,0,0,0,0,0,0,0,0,82,0,0,0,2,0,2,-2,2,164,0,0,0,4,0,4,-4,4,82,0,0,0,2,0,2,-2,2,164,0,0,0,4,0,4,-4,4,205,0,0,0,5,0,5,-5,5,123,0,0,0,3,0,3,-3,3
556,46,0,0,1,0,0,1,1,-1,46,0,0,1,0,0,1,1,-1,2622,0,0,57,0,0,57,57,-57,92,0,0,2,0,0,2,2,-2,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,1,-1,92,0,0,2,0,0,2,2,-2,92,0,0,2,0,0,2,2,-2,184,0,0,4,0,0,4,4,-4,0,0,0,0,0,0,0,0,0,92,0,0,2,0,0,2,2,-2,184,0,0,4,0,0,4,4,-4,92,0,0,2,0,0,2,2,-2,184,0,0,4,0,0,4,4,-4,230,0,0,5,0,0,5,5,-5,138,0,0,3,0,0,3,3,-3
557,46,1,0,0,0,0,-1,-1,1,46,1,0,0,0,0,-1,-1,1,2622,57,0,0,0,0,-57,-57,57,92,2,0,0,0,0,-2,-2,2,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,-1,1,92,2,0,0,0,0,-2,-2,2,92,2,0,0,0,0,-2,-2,2,184,4,0,0,0,0,-4,-4,4,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,-2,-2,2,184,4,0,0,0,0,-4,-4,4,92,2,0,0,0,0,-2,-2,2,184,4,0,0,0,0,-4,-4,4,230,5,0,0,0,0,-5,-5,5,138,3,0,0,0,0,-3,-3,3
558,46,0,0,0,1,0,-1,1,1,46,0,0,0,1,0,-1,1,1,2622,0,0,0,57,0,-57,57,57,92,0,0,0,2,0,-2,2,2,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,-1,1,1,92,0,0,0,2,0,-2,2,2,92,0,0,0,2,0,-2,2,2,184,0,0,0,4,0,-4,4,4,0,0,0,0,0,0,0,0,0,92,0,0,0,2,0,-2,2,2,184,0,0,0,4,0,-4,4,4,92,0,0,0,2,0,-2,2,2,184,0,0,0,4,0,-4,4,4,230,0,0,0,5,0,-5,5,5,138,0,0,0,3,0,-3,3,3
559,46,1,0,0,0,0,1,1,-1,46,1,0,0,0,0,1,1,-1,2622,57,0,0,0,0,57,57,-57,92,2,0,0,0,0,2,2,-2,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,1,1,-1,92,2,0,0,0,0,2,2,-2,92,2,0,0,0,0,2,2,-2,184,4,0,0,0,0,4,4,-4,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,2,2,-2,184,4,0,0,0,0,4,4,-4,92,2,0,0,0,0,2,2,-2,184,4,0,0,0,0,4,4,-4,230,5,0,0,0,0,5,5,-5,138,3,0,0,0,0,3,3,-3
560,41,0,1,0,0,0,1,-1,1,41,0,1,0,0,0,1,-1,1,2337,0,57,0,0,0,57,-57,57,82,0,2,0,0,0,2,-2,2,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,1,-1,1,82,0,2,0,0,0,2,-2,2,82,0,2,0,0,0,2,-2,2,164,0,4,0,0,0,4,-4,4,0,0,0,0,0,0,0,0,0,82,0,2,0,0,0,2,-2,2,164,0,4,0,0,0,4,-4,4,82,0,2,0,0,0,2,-2,2,164,0,4,0,0,0,4,-4,4,205,0,5,0,0,0,5,-5,5,123,0,3,0,0,0,3,-3,3
561,36,-1,-1,-1,-1,-1,1,-1,-1,36,-1,-1,-1,-1,-1,1,-1,-1,2052,-57,-57,-57,-57,-57,57,-57,-57,72,-2,-2,-2,-2,-2,2,-2,-2,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,1,-1,-1,72,-2,-2,-2,-2,-2,2,-2,-2,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,0,0,0,0,0,0,0,0,0,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,180,-5,-5,-5,-5,-5,5,-5,-5,108,-3,-3,-3,-3,-3,3,-3,-3
562,43,1,0,0,0,0,-1,1,1,43,1,0,0,0,0,-1,1,1,2451,57,0,0,0,0,-57,57,57,86,2,0,0,0,0,-2,2,2,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,-1,1,1,86,2,0,0,0,0,-2,2,2,86,2,0,0,0,0,-2,2,2,172,4,0,0,0,0,-4,4,4,0,0,0,0,0,0,0,0,0,86,2,0,0,0,0,-2,2,2,172,4,0,0,0,0,-4,4,4,86,2,0,0,0,0,-2,2,2,172,4,0,0,0,0,-4,4,4,215,5,0,0,0,0,-5,5,5,129,3,0,0,0,0,-3,3,3
563,36,-1,-1,-1,-1,-1,1,-1,-1,36,-1,-1,-1,-1,-1,1,-1,-1,2052,-57,-57,-57,-57,-57,57,-57,-57,72,-2,-2,-2,-2,-2,2,-2,-2,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,1,-1,-1,72,-2,-2,-2,-2,-2,2,-2,-2,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,0,0,0,0,0,0,0,0,0,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,72,-2,-2,-2,-2,-2,2,-2,-2,144,-4,-4,-4,-4,-4,4,-4,-4,180,-5,-5,-5,-5,-5,5,-5,-5,108,-3,-3,-3,-3,-3,3,-3,-3
564,46,0,0,0,0,1,1,1,1,46,0,0,0,0,1,1,1,1,2622,0,0,0,0,57,57,57,57,92,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,1,1,1,92,0,0,0,0,2,2,2,2,92,0,0,0,0,2,2,2,2,184,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,92,0,0,0,0,2,2,2,2,184,0,0,0,0,4,4,4,4,92,0,0,0,0,2,2,2,2,184,0,0,0,0,4,4,4,4,230,0,0,0,0,5,5,5,5,138,0,0,0,0,3,3,3,3
565,46,0,0,1,0,0,1,-1,-1,46,0,0,1,0,0,1,-1,-1,2622,0,0,57,0,0,57,-57,-57,92,0,0,2,0,0,2,-2,-2,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,-1,-1,92,0,0,2,0,0,2,-2,-2,92,0,0,2,0,0,2,-2,-2,184,0,0,4,0,0,4,-4,-4,0,0,0,0,0,0,0,0,0,92,0,0,2,0,0,2,-2,-2,184,0,0,4,0,0,4,-4,-4,92,0,0,2,0,0,2,-2,-2,184,0,0,4,0,0,4,-4,-4,230,0,0,5,0,0,5,-5,-5,138,0,0,3,0,0,3,-3,-3
566,46,0,0,1,0,0,-1,1,1,46,0,0,1,0,0,-1,1,1,2622,0,0,57,0,0,-57,57,57,92,0,0,2,0,0,-2,2,2,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,-1,1,1,92,0,0,2,0,0,-2,2,2,92,0,0,2,0,0,-2,2,2,184,0,0,4,0,0,-4,4,4,0,0,0,0,0,0,0,0,0,92,0,0,2,0,0,-2,2,2,184,0,0,4,0,0,-4,4,4,92,0,0,2,0,0,-2,2,2,184,0,0,4,0,0,-4,4,4,230,0,0,5,0,0,-5,5,5,138,0,0,3,0,0,-3,3,3
567,43,0,1,0,0,0,1,1,-1,43,0,1,0,0,0,1,1,-1,2451,0,57,0,0,0,57,57,-57,86,0,2,0,0,0,2,2,-2,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,1,1,-1,86,0,2,0,0,0,2,2,-2,86,0,2,0,0,0,2,2,-2,172,0,4,0,0,0,4,4,-4,0,0,0,0,0,0,0,0,0,86,0,2,0,0,0,2,2,-2,172,0,4,0,0,0,4,4,-4,86,0,2,0,0,0,2,2,-2,172,0,4,0,0,0,4,4,-4,215,0,5,0,0,0,5,5,-5,129,0,3,0,0,0,3,3,-3
568,41,0,0,1,0,0,-1,-1,1,41,0,0,1,0,0,-1,-1,1,2337,0,0,57,0,0,-57,-57,57,82,0,0,2,0,0,-2,-2,2,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,-1,-1,1,82,0,0,2,0,0,-2,-2,2,82,0,0,2,0,0,-2,-2,2,164,0,0,4,0,0,-4,-4,4,0,0,0,0,0,0,0,0,0,82,0,0,2,0,0,-2,-2,2,164,0,0,4,0,0,-4,-4,4,82,0,0,2,0,0,-2,-2,2,164,0,0,4,0,0,-4,-4,4,205,0,0,5,0,0,-5,-5,5,123,0,0,3,0,0,-3,-3,3
569,46,1,0,0,0,0,-1,1,-1,46,1,0,0,0,0,-1,1,-1,2622,57,0,0,0,0,-57,57,-57,92,2,0,0,0,0,-2,2,-2,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,-1,1,-1,92,2,0,0,0,0,-2,2,-2,92,2,0,0,0,0,-2,2,-2,184,4,0,0,0,0,-4,4,-4,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,-2,2,-2,184,4,0,0,0,0,-4,4,-4,92,2,0,0,0,0,-2,2,-2,184,4,0,0,0,0,-4,4,-4,230,5,0,0,0,0,-5,5,-5,138,3,0,0,0,0,-3,3,-3
570,43,0,0,0,1,0,1,-1,1,43,0,0,0,1,0,1,-1,1,2451,0,0,0,57,0,57,-57,57,86,0,0,0,2,0,2,-2,2,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,1,-1,1,86,0,0,0,2,0,2,-2,2,86,0,0,0,2,0,2,-2,2,172,0,0,0,4,0,4,-4,4,0,0,0,0,0,0,0,0,0,86,0,0,0,2,0,2,-2,2,172,0,0,0,4,0,4,-4,4,86,0,0,0,2,0,2,-2,2,172,0,0,0,4,0,4,-4,4,215,0,0,0,5,0,5,-5,5,129,0,0,0,3,0,3,-3,3
571,41,0,0,0,0,1,1,-1,-1,41,0,0,0,0,1,1,-1,-1,2337,0,0,0,0,57,57,-57,-57,82,0,0,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,-1,-1,82,0,0,0,0,2,2,-2,-2,82,0,0,0,0,2,2,-2,-2,164,0,0,0,0,4,4,-4,-4,0,0,0,0,0,0,0,0,0,82,0,0,0,0,2,2,-2,-2,164,0,0,0,0,4,4,-4,-4,82,0,0,0,0,2,2,-2,-2,164,0,0,0,0,4,4,-4,-4,205,0,0,0,0,5,5,-5,-5,123,0,0,0,0,3,3,-3,-3
572,43,0,0,0,0,1,1,-1,1,43,0,0,0,0,1,1,-1,1,2451,0,0,0,0,57,57,-57,57,86,0,0,0,0,2,2,-2,2,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,1,-1,1,86,0,0,0,0,2,2,-2,2,86,0,0,0,0,2,2,-2,2,172,0,0,0,0,4,4,-4,4,0,0,0,0,0,0,0,0,0,86,0,0,0,0,2,2,-2,2,172,0,0,0,0,4,4,-4,4,86,0,0,0,0,2,2,-2,2,172,0,0,0,0,4,4,-4,4,215,0,0,0,0,5,5,-5,5,129,0,0,0,0,3,3,-3,3
573,41,0,0,0,1,0,-1,1,-1,41,0,0,0,1,0,-1,1,-1,2337,0,0,0,57,0,-57,57,-57,82,0,0,0,2,0,-2,2,-2,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,-1,1,-1,82,0,0,0,2,0,-2,2,-2,82,0,0,0,2,0,-2,2,-2,164,0,0,0,4,0,-4,4,-4,0,0,0,0,0,0,0,0,0,82,0,0,0,2,0,-2,2,-2,164,0,0,0,4,0,-4,4,-4,82,0,0,0,2,0,-2,2,-2,164,0,0,0,4,0,-4,4,-4,205,0,0,0,5,0,-5,5,-5,123,0,0,0,3,0,-3,3,-3
